"BudgetMs","File","Threads","Seed","ExitCode","PipelineLines"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-3.json","1","1337","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9429 final_sa_budget_ms=5304 final_polish_budget_ms=250 planned_total_ms=22481 || [PIPELINE][summary] input 0 initial_fdl_ms=9 final_lahc_ms=9429 final_sa_ms=5304 final_polish_ms=255 final_k=81 final_crossings=6307 final_lp=1716043232 saturated=0 budget_share_fdl=0.00060012 budget_share_lahc=0.628726 budget_share_sa=0.353671 budget_share_polish=0.0170034"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-6.json","1","4242","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7495 final_lahc_budget_ms=8751 final_sa_budget_ms=4923 final_polish_budget_ms=0 planned_total_ms=21169 || [PIPELINE][summary] input 0 initial_fdl_ms=691 final_lahc_ms=8751 final_sa_ms=4923 final_polish_ms=0 final_k=1192 final_crossings=698917 final_lp=6082288961045 saturated=0 budget_share_fdl=0.048103 budget_share_lahc=0.609189 budget_share_sa=0.342708 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-9.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=7877 final_sa_budget_ms=4431 final_polish_budget_ms=0 planned_total_ms=13308 || [PIPELINE][summary] input 0 initial_fdl_ms=1293 final_lahc_ms=7877 final_sa_ms=4431 final_polish_ms=0 final_k=917 final_crossings=522224 final_lp=90746609915 saturated=0 budget_share_fdl=0.0950665 budget_share_lahc=0.579149 budget_share_sa=0.325785 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-3.json","1","11047","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9396 final_sa_budget_ms=5286 final_polish_budget_ms=250 planned_total_ms=22430 || [PIPELINE][summary] input 0 initial_fdl_ms=52 final_lahc_ms=9396 final_sa_ms=5286 final_polish_ms=250 final_k=112 final_crossings=6090 final_lp=2032999988 saturated=0 budget_share_fdl=0.00347037 budget_share_lahc=0.627069 budget_share_sa=0.352776 budget_share_polish=0.0166845"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-6.json","1","13003","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=7960 final_sa_budget_ms=4479 final_polish_budget_ms=0 planned_total_ms=19936 || [PIPELINE][summary] input 0 initial_fdl_ms=1304 final_lahc_ms=7960 final_sa_ms=4479 final_polish_ms=0 final_k=1189 final_crossings=688309 final_lp=5851358637831 saturated=0 budget_share_fdl=0.0948847 budget_share_lahc=0.579204 budget_share_sa=0.325911 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-9.json","1","15427","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=8064 final_sa_budget_ms=4537 final_polish_budget_ms=0 planned_total_ms=13601 || [PIPELINE][summary] input 0 initial_fdl_ms=1239 final_lahc_ms=8064 final_sa_ms=4537 final_polish_ms=0 final_k=844 final_crossings=489391 final_lp=75004343942 saturated=0 budget_share_fdl=0.0895231 budget_share_lahc=0.582659 budget_share_sa=0.327818 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-3.json","1","4242","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=35024 final_sa_budget_ms=19701 final_polish_budget_ms=250 planned_total_ms=82474 || [PIPELINE][summary] input 0 initial_fdl_ms=14 final_lahc_ms=35024 final_sa_ms=19701 final_polish_ms=253 final_k=87 final_crossings=6002 final_lp=1558954278 saturated=0 budget_share_fdl=0.000254582 budget_share_lahc=0.636893 budget_share_sa=0.358252 budget_share_polish=0.00460067"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-6.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27497 final_lahc_budget_ms=34378 final_sa_budget_ms=19338 final_polish_budget_ms=0 planned_total_ms=81213 || [PIPELINE][summary] input 0 initial_fdl_ms=671 final_lahc_ms=34378 final_sa_ms=19339 final_polish_ms=0 final_k=1211 final_crossings=693790 final_lp=6137109805982 saturated=0 budget_share_fdl=0.0123373 budget_share_lahc=0.632088 budget_share_sa=0.355575 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-9.json","1","9109","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=33943 final_sa_budget_ms=19093 final_polish_budget_ms=0 planned_total_ms=54036 || [PIPELINE][summary] input 0 initial_fdl_ms=1151 final_lahc_ms=33943 final_sa_ms=19093 final_polish_ms=0 final_k=836 final_crossings=488826 final_lp=70529702014 saturated=0 budget_share_fdl=0.0212413 budget_share_lahc=0.626405 budget_share_sa=0.352354 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-3.json","1","13003","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27498 final_lahc_budget_ms=35009 final_sa_budget_ms=19694 final_polish_budget_ms=250 planned_total_ms=82451 || [PIPELINE][summary] input 0 initial_fdl_ms=32 final_lahc_ms=35009 final_sa_ms=19694 final_polish_ms=254 final_k=85 final_crossings=5914 final_lp=1420041012 saturated=0 budget_share_fdl=0.000581935 budget_share_lahc=0.636655 budget_share_sa=0.358144 budget_share_polish=0.00461911"
