"BudgetMs","File","Threads","Seed","ExitCode","PipelineLines"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","1337","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7499 final_lahc_budget_ms=9429 final_sa_budget_ms=5305 final_polish_budget_ms=250 planned_total_ms=22483 || [PIPELINE][summary] input 0 initial_fdl_ms=11 final_lahc_ms=9429 final_sa_ms=5305 final_polish_ms=38 final_k=4 final_crossings=137 final_lp=4986 saturated=0 budget_share_fdl=0.000744098 budget_share_lahc=0.637827 budget_share_sa=0.358858 budget_share_polish=0.00257052"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","4242","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7496 final_lahc_budget_ms=8906 final_sa_budget_ms=5011 final_polish_budget_ms=250 planned_total_ms=21663 || [PIPELINE][summary] input 0 initial_fdl_ms=521 final_lahc_ms=8906 final_sa_ms=5012 final_polish_ms=281 final_k=161 final_crossings=51614 final_lp=736092482 saturated=0 budget_share_fdl=0.035394 budget_share_lahc=0.605027 budget_share_sa=0.340489 budget_share_polish=0.0190897"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=8613 final_sa_budget_ms=4845 final_polish_budget_ms=0 planned_total_ms=14458 || [PIPELINE][summary] input 0 initial_fdl_ms=1516 final_lahc_ms=8614 final_sa_ms=4844 final_polish_ms=0 final_k=9829 final_crossings=43814621 final_lp=145652933578880 saturated=0 budget_share_fdl=0.101242 budget_share_lahc=0.575264 budget_share_sa=0.323494 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","11047","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9402 final_sa_budget_ms=5290 final_polish_budget_ms=250 planned_total_ms=22440 || [PIPELINE][summary] input 0 initial_fdl_ms=49 final_lahc_ms=9403 final_sa_ms=5289 final_polish_ms=93 final_k=5 final_crossings=166 final_lp=8502 saturated=0 budget_share_fdl=0.00330322 budget_share_lahc=0.633882 budget_share_sa=0.356546 budget_share_polish=0.00626938"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","13003","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=8926 final_sa_budget_ms=5021 final_polish_budget_ms=250 planned_total_ms=21694 || [PIPELINE][summary] input 0 initial_fdl_ms=510 final_lahc_ms=8926 final_sa_ms=5021 final_polish_ms=326 final_k=161 final_crossings=51614 final_lp=736092482 saturated=0 budget_share_fdl=0.0344991 budget_share_lahc=0.603802 budget_share_sa=0.339647 budget_share_polish=0.0220524"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","15427","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=8887 final_sa_budget_ms=5000 final_polish_budget_ms=0 planned_total_ms=14887 || [PIPELINE][summary] input 0 initial_fdl_ms=1100 final_lahc_ms=8887 final_sa_ms=5000 final_polish_ms=0 final_k=8866 final_crossings=38349870 final_lp=89238613852596 saturated=0 budget_share_fdl=0.0733969 budget_share_lahc=0.592981 budget_share_sa=0.333622 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","4242","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=35030 final_sa_budget_ms=19705 final_polish_budget_ms=250 planned_total_ms=82484 || [PIPELINE][summary] input 0 initial_fdl_ms=10 final_lahc_ms=35030 final_sa_ms=19706 final_polish_ms=120 final_k=4 final_crossings=130 final_lp=4028 saturated=0 budget_share_fdl=0.000182262 budget_share_lahc=0.638465 budget_share_sa=0.359166 budget_share_polish=0.00218715"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27498 final_lahc_budget_ms=34759 final_sa_budget_ms=19553 final_polish_budget_ms=250 planned_total_ms=82060 || [PIPELINE][summary] input 0 initial_fdl_ms=292 final_lahc_ms=34759 final_sa_ms=19559 final_polish_ms=286 final_k=161 final_crossings=48345 final_lp=639704781 saturated=0 budget_share_fdl=0.00531915 budget_share_lahc=0.633179 budget_share_sa=0.356292 budget_share_polish=0.00520985"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","9109","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=34099 final_sa_budget_ms=19182 final_polish_budget_ms=0 planned_total_ms=54281 || [PIPELINE][summary] input 0 initial_fdl_ms=1693 final_lahc_ms=34100 final_sa_ms=19180 final_polish_ms=0 final_k=10021 final_crossings=45672407 final_lp=166644280621093 saturated=0 budget_share_fdl=0.0307969 budget_share_lahc=0.620305 budget_share_sa=0.348899 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","13003","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27498 final_lahc_budget_ms=35021 final_sa_budget_ms=19700 final_polish_budget_ms=250 planned_total_ms=82469 || [PIPELINE][summary] input 0 initial_fdl_ms=20 final_lahc_ms=35021 final_sa_ms=19700 final_polish_ms=114 final_k=4 final_crossings=131 final_lp=4044 saturated=0 budget_share_fdl=0.000364598 budget_share_lahc=0.638429 budget_share_sa=0.359129 budget_share_polish=0.00207821"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","15427","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27498 final_lahc_budget_ms=34718 final_sa_budget_ms=19529 final_polish_budget_ms=250 planned_total_ms=81995 || [PIPELINE][summary] input 0 initial_fdl_ms=320 final_lahc_ms=34719 final_sa_ms=19528 final_polish_ms=305 final_k=161 final_crossings=51614 final_lp=736092482 saturated=0 budget_share_fdl=0.00583175 budget_share_lahc=0.632727 budget_share_sa=0.355883 budget_share_polish=0.00555839"
