"BudgetMs","File","Threads","ExitCode","PipelineLines"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=9431 final_sa_budget_ms=5305 final_polish_budget_ms=250 planned_total_ms=22483 || [PIPELINE][summary] input 0 initial_fdl_ms=6 final_lahc_ms=9431 final_sa_ms=5305 final_polish_ms=40 final_k=11 final_crossings=479 final_lp=396458 saturated=0 budget_share_fdl=0.000405899 budget_share_lahc=0.638006 budget_share_sa=0.358882 budget_share_polish=0.00270599"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=9426 final_sa_budget_ms=5303 final_polish_budget_ms=250 planned_total_ms=22476 || [PIPELINE][summary] input 0 initial_fdl_ms=12 final_lahc_ms=9426 final_sa_ms=5303 final_polish_ms=53 final_k=4 final_crossings=150 final_lp=5576 saturated=0 budget_share_fdl=0.00081114 budget_share_lahc=0.63715 budget_share_sa=0.358456 budget_share_polish=0.00358253"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-3.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9416 final_sa_budget_ms=5297 final_polish_budget_ms=250 planned_total_ms=22461 || [PIPELINE][summary] input 0 initial_fdl_ms=22 final_lahc_ms=9416 final_sa_ms=5297 final_polish_ms=250 final_k=92 final_crossings=5925 final_lp=1654105488 saturated=0 budget_share_fdl=0.00146813 budget_share_lahc=0.628362 budget_share_sa=0.353487 budget_share_polish=0.0166834"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9385 final_sa_budget_ms=5280 final_polish_budget_ms=250 planned_total_ms=22413 || [PIPELINE][summary] input 0 initial_fdl_ms=67 final_lahc_ms=9385 final_sa_ms=5280 final_polish_ms=151 final_k=10 final_crossings=841 final_lp=444440 saturated=0 budget_share_fdl=0.00450178 budget_share_lahc=0.630585 budget_share_sa=0.354767 budget_share_polish=0.0101458"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7496 final_lahc_budget_ms=8901 final_sa_budget_ms=5007 final_polish_budget_ms=250 planned_total_ms=21654 || [PIPELINE][summary] input 0 initial_fdl_ms=539 final_lahc_ms=8901 final_sa_ms=5007 final_polish_ms=260 final_k=161 final_crossings=51614 final_lp=736092482 saturated=0 budget_share_fdl=0.0366492 budget_share_lahc=0.605222 budget_share_sa=0.34045 budget_share_polish=0.0176787"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-6.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7496 final_lahc_budget_ms=8951 final_sa_budget_ms=5035 final_polish_budget_ms=0 planned_total_ms=21482 || [PIPELINE][summary] input 0 initial_fdl_ms=457 final_lahc_ms=8951 final_sa_ms=5035 final_polish_ms=0 final_k=1215 final_crossings=695047 final_lp=6017432721241 saturated=0 budget_share_fdl=0.0316416 budget_share_lahc=0.619747 budget_share_sa=0.348612 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-7.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7494 final_lahc_budget_ms=8935 final_sa_budget_ms=5027 final_polish_budget_ms=250 planned_total_ms=21706 || [PIPELINE][summary] input 0 initial_fdl_ms=588 final_lahc_ms=8935 final_sa_ms=5027 final_polish_ms=252 final_k=138 final_crossings=27627 final_lp=1376188643 saturated=0 budget_share_fdl=0.0397244 budget_share_lahc=0.603635 budget_share_sa=0.339616 budget_share_polish=0.0170247"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-9.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=7866 final_sa_budget_ms=4426 final_polish_budget_ms=0 planned_total_ms=13292 || [PIPELINE][summary] input 0 initial_fdl_ms=1301 final_lahc_ms=7866 final_sa_ms=4426 final_polish_ms=0 final_k=875 final_crossings=494043 final_lp=74978860120 saturated=0 budget_share_fdl=0.095711 budget_share_lahc=0.57868 budget_share_sa=0.325609 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=8522 final_sa_budget_ms=4794 final_polish_budget_ms=0 planned_total_ms=14316 || [PIPELINE][summary] input 0 initial_fdl_ms=1653 final_lahc_ms=8522 final_sa_ms=4794 final_polish_ms=0 final_k=10021 final_crossings=45672407 final_lp=166644280621093 saturated=0 budget_share_fdl=0.110428 budget_share_lahc=0.56931 budget_share_sa=0.320262 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27498 final_lahc_budget_ms=35030 final_sa_budget_ms=19705 final_polish_budget_ms=250 planned_total_ms=82483 || [PIPELINE][summary] input 0 initial_fdl_ms=9 final_lahc_ms=35030 final_sa_ms=19705 final_polish_ms=45 final_k=9 final_crossings=426 final_lp=243020 saturated=0 budget_share_fdl=0.000164267 budget_share_lahc=0.639362 budget_share_sa=0.359652 budget_share_polish=0.000821333"
