"BudgetMs","File","Threads","ExitCode","PipelineLines"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=30000 final_lahc_budget_ms=188633 final_sa_budget_ms=106107 final_polish_budget_ms=250 planned_total_ms=324990 || [PIPELINE][summary] input 0 initial_fdl_ms=3 final_lahc_ms=188633 final_sa_ms=106107 final_polish_ms=47 final_k=11 final_crossings=411 final_lp=250466 saturated=0 budget_share_fdl=1.01767e-05 budget_share_lahc=0.639889 budget_share_sa=0.359941 budget_share_polish=0.000159436"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=30000 final_lahc_budget_ms=188629 final_sa_budget_ms=106104 final_polish_budget_ms=250 planned_total_ms=324983 || [PIPELINE][summary] input 0 initial_fdl_ms=11 final_lahc_ms=188629 final_sa_ms=106104 final_polish_ms=63 final_k=4 final_crossings=112 final_lp=2596 saturated=0 budget_share_fdl=3.73125e-05 budget_share_lahc=0.639839 budget_share_sa=0.35991 budget_share_polish=0.000213699"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-3.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=30000 final_lahc_budget_ms=188625 final_sa_budget_ms=106102 final_polish_budget_ms=250 planned_total_ms=324977 || [PIPELINE][summary] input 0 initial_fdl_ms=11 final_lahc_ms=188625 final_sa_ms=106102 final_polish_ms=252 final_k=81 final_crossings=5615 final_lp=1227999170 saturated=0 budget_share_fdl=3.72894e-05 budget_share_lahc=0.639428 budget_share_sa=0.35968 budget_share_polish=0.000854266"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=30000 final_lahc_budget_ms=188613 final_sa_budget_ms=106096 final_polish_budget_ms=250 planned_total_ms=324959 || [PIPELINE][summary] input 0 initial_fdl_ms=29 final_lahc_ms=188613 final_sa_ms=106096 final_polish_ms=161 final_k=8 final_crossings=624 final_lp=131424 saturated=0 budget_share_fdl=9.83388e-05 budget_share_lahc=0.639585 budget_share_sa=0.359771 budget_share_polish=0.00054595"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=60000 final_lahc_budget_ms=188305 final_sa_budget_ms=105923 final_polish_budget_ms=250 planned_total_ms=354478 || [PIPELINE][summary] input 0 initial_fdl_ms=330 final_lahc_ms=188305 final_sa_ms=105923 final_polish_ms=266 final_k=147 final_crossings=44699 final_lp=472212244 saturated=0 budget_share_fdl=0.00111931 budget_share_lahc=0.638703 budget_share_sa=0.359275 budget_share_polish=0.000902233"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-6.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=60000 final_lahc_budget_ms=188424 final_sa_budget_ms=105990 final_polish_budget_ms=0 planned_total_ms=354414 || [PIPELINE][summary] input 0 initial_fdl_ms=278 final_lahc_ms=188424 final_sa_ms=105989 final_polish_ms=0 final_k=1211 final_crossings=653180 final_lp=4751096149658 saturated=0 budget_share_fdl=0.000943361 budget_share_lahc=0.639395 budget_share_sa=0.359661 budget_share_polish=0"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-7.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=60000 final_lahc_budget_ms=188380 final_sa_budget_ms=105965 final_polish_budget_ms=250 planned_total_ms=354595 || [PIPELINE][summary] input 0 initial_fdl_ms=315 final_lahc_ms=188380 final_sa_ms=105965 final_polish_ms=252 final_k=69 final_crossings=13367 final_lp=73498549 saturated=0 budget_share_fdl=0.00106812 budget_share_lahc=0.638767 budget_share_sa=0.359311 budget_share_polish=0.000854492"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-9.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=187414 final_sa_budget_ms=105421 final_polish_budget_ms=0 planned_total_ms=293835 || [PIPELINE][summary] input 0 initial_fdl_ms=1296 final_lahc_ms=187415 final_sa_ms=105420 final_polish_ms=0 final_k=819 final_crossings=491749 final_lp=72533010394 saturated=0 budget_share_fdl=0.0044062 budget_share_lahc=0.637182 budget_share_sa=0.358412 budget_share_polish=0"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=188058 final_sa_budget_ms=105783 final_polish_budget_ms=0 planned_total_ms=294841 || [PIPELINE][summary] input 0 initial_fdl_ms=1140 final_lahc_ms=188060 final_sa_ms=105782 final_polish_ms=0 final_k=9506 final_crossings=41692939 final_lp=120405176340990 saturated=0 budget_share_fdl=0.00386464 budget_share_lahc=0.63753 budget_share_sa=0.358605 budget_share_polish=0"
