"BudgetMs","File","Threads","ExitCode","PipelineLines"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9434 final_sa_budget_ms=5307 final_polish_budget_ms=250 planned_total_ms=22489 || [PIPELINE][summary] input 0 initial_fdl_ms=3 final_lahc_ms=9434 final_sa_ms=5307 final_polish_ms=92 final_k=12 final_crossings=522 final_lp=563214 saturated=0 budget_share_fdl=0.000202211 budget_share_lahc=0.635886 budget_share_sa=0.357711 budget_share_polish=0.00620113"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7499 final_lahc_budget_ms=9428 final_sa_budget_ms=5304 final_polish_budget_ms=250 planned_total_ms=22481 || [PIPELINE][summary] input 0 initial_fdl_ms=11 final_lahc_ms=9428 final_sa_ms=5305 final_polish_ms=101 final_k=5 final_crossings=166 final_lp=8272 saturated=0 budget_share_fdl=0.00074099 budget_share_lahc=0.635096 budget_share_sa=0.357359 budget_share_polish=0.00680364"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-3.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9416 final_sa_budget_ms=5298 final_polish_budget_ms=250 planned_total_ms=22462 || [PIPELINE][summary] input 0 initial_fdl_ms=23 final_lahc_ms=9417 final_sa_ms=5297 final_polish_ms=256 final_k=100 final_crossings=6278 final_lp=2275489474 saturated=0 budget_share_fdl=0.00153405 budget_share_lahc=0.628093 budget_share_sa=0.353298 budget_share_polish=0.0170746"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9409 final_sa_budget_ms=5294 final_polish_budget_ms=250 planned_total_ms=22451 || [PIPELINE][summary] input 0 initial_fdl_ms=30 final_lahc_ms=9409 final_sa_ms=5294 final_polish_ms=253 final_k=18 final_crossings=1140 final_lp=1310864 saturated=0 budget_share_fdl=0.00200187 budget_share_lahc=0.627853 budget_share_sa=0.353263 budget_share_polish=0.0168824"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=9106 final_sa_budget_ms=5123 final_polish_budget_ms=250 planned_total_ms=21976 || [PIPELINE][summary] input 0 initial_fdl_ms=345 final_lahc_ms=9106 final_sa_ms=5123 final_polish_ms=273 final_k=1255 final_crossings=729412 final_lp=20605090744540 saturated=0 budget_share_fdl=0.023237 budget_share_lahc=0.613323 budget_share_sa=0.345053 budget_share_polish=0.0183876"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-6.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=8729 final_sa_budget_ms=4911 final_polish_budget_ms=0 planned_total_ms=21137 || [PIPELINE][summary] input 0 initial_fdl_ms=759 final_lahc_ms=8730 final_sa_ms=4910 final_polish_ms=0 final_k=1201 final_crossings=699533 final_lp=6192303836438 saturated=0 budget_share_fdl=0.052712 budget_share_lahc=0.606292 budget_share_sa=0.340996 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-7.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7496 final_lahc_budget_ms=8917 final_sa_budget_ms=5016 final_polish_budget_ms=250 planned_total_ms=21679 || [PIPELINE][summary] input 0 initial_fdl_ms=608 final_lahc_ms=8917 final_sa_ms=5016 final_polish_ms=277 final_k=134 final_crossings=26332 final_lp=1174891478 saturated=0 budget_share_fdl=0.0410312 budget_share_lahc=0.601768 budget_share_sa=0.338507 budget_share_polish=0.0186935"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-9.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=7763 final_sa_budget_ms=4368 final_polish_budget_ms=0 planned_total_ms=13131 || [PIPELINE][summary] input 0 initial_fdl_ms=1286 final_lahc_ms=7763 final_sa_ms=4368 final_polish_ms=0 final_k=885 final_crossings=498773 final_lp=76073233697 saturated=0 budget_share_fdl=0.0958486 budget_share_lahc=0.578594 budget_share_sa=0.325557 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=8497 final_sa_budget_ms=4780 final_polish_budget_ms=0 planned_total_ms=14277 || [PIPELINE][summary] input 0 initial_fdl_ms=1702 final_lahc_ms=8499 final_sa_ms=4780 final_polish_ms=0 final_k=10021 final_crossings=45672407 final_lp=166644280621093 saturated=0 budget_share_fdl=0.113611 budget_share_lahc=0.567319 budget_share_sa=0.319071 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=35035 final_sa_budget_ms=19708 final_polish_budget_ms=250 planned_total_ms=82492 || [PIPELINE][summary] input 0 initial_fdl_ms=4 final_lahc_ms=35035 final_sa_ms=19707 final_polish_ms=60 final_k=11 final_crossings=459 final_lp=385910 saturated=0 budget_share_fdl=7.29847e-05 budget_share_lahc=0.639255 budget_share_sa=0.359577 budget_share_polish=0.00109477"
